City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Santiago Del Estero,AR,-27.7951,-64.2615,67.8,69,0,4.88,clear sky
349,Raga,SS,8.4596,25.678,71.17,90,98,5.57,overcast clouds
350,Ratnagiri,IN,16.9833,73.3,78.21,89,81,5.53,broken clouds
351,Shache,CN,38.4167,77.2406,49.12,38,100,6.02,overcast clouds
352,Serebriya,UA,48.4559,27.7192,43.99,54,3,5.48,clear sky
353,Bagacay,PH,12.9821,124.1415,83.48,82,83,21.5,broken clouds
354,Lahij,YE,13.1667,44.5833,81.82,70,46,2.91,scattered clouds
355,Batagay-Alyta,RU,67.8006,130.4114,27.75,71,48,2.37,scattered clouds
356,Codrington,AU,-38.2667,141.9667,54.01,55,54,11.14,moderate rain
357,Hay River,CA,60.8156,-115.7999,40.98,60,20,14.97,few clouds
358,Qaqortoq,GL,60.7167,-46.0333,30.7,50,14,0.11,few clouds
359,Tual,ID,-5.6667,132.75,82.96,74,100,1.21,overcast clouds
360,Mayskiy,RU,47.6931,40.1025,47.61,60,9,9.84,clear sky
361,Aktau,KZ,43.65,51.2,37.98,38,53,9.51,broken clouds
362,Basco,PH,20.4487,121.9702,81.25,94,100,42.43,light rain
363,Guaimaca,HN,14.5333,-86.8167,76.6,77,71,2.89,broken clouds
364,Morros,BR,-9.4467,-46.3003,84.63,33,100,3.4,overcast clouds
365,Elko,US,41.0002,-115.5012,55.42,42,10,5.01,clear sky
366,Manavalakurichi,IN,8.1333,77.3,78.89,82,100,11.1,light rain
367,Cutervo,PE,-6.379,-78.8157,52.72,93,64,2.51,light rain
368,Nizhniy Tsasuchey,RU,50.5167,115.1333,48.7,38,3,3.89,clear sky
369,Tuim,RU,54.3417,89.9261,38.62,84,100,4.65,overcast clouds
370,Shambu,ET,9.5667,37.1,51.21,92,86,2.06,overcast clouds
371,Vidim,RU,56.4088,103.1106,37.85,92,100,8.23,light rain
372,Narrabri,AU,-30.3167,149.7833,66.29,72,90,6.91,overcast clouds
373,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.46,93,35,2.48,scattered clouds
374,Chuy,UY,-33.6971,-53.4616,59.99,81,100,13.56,overcast clouds
375,Nanortalik,GL,60.1432,-45.2371,37.11,59,3,1.23,clear sky
376,Verkhoyansk,RU,67.5447,133.385,37.18,60,100,4.97,overcast clouds
377,Berlevag,NO,70.8578,29.0864,44.01,89,100,5.84,overcast clouds
378,Seymchan,RU,62.8833,152.4333,26.11,48,2,4.03,clear sky
379,Buta,CD,2.7858,24.73,70.47,99,100,2.59,moderate rain
380,Souillac,MU,-20.5167,57.5167,72.36,100,75,9.22,light rain
381,San Quintin,MX,30.4833,-115.95,66.7,78,0,9.69,clear sky
382,Springbok,ZA,-29.6643,17.8865,63.46,12,0,9.26,clear sky
383,Pandamatenga,BW,-18.5278,25.627,62.11,72,1,14.2,clear sky
384,Kulhudhuffushi,MV,6.6221,73.07,82.98,78,100,18.14,overcast clouds
385,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,94,40,13.33,scattered clouds
386,Kamaishi,JP,39.2667,141.8833,70.75,77,84,12.86,moderate rain
387,Pemangkat,ID,1.1667,108.9667,84.99,73,67,9.17,broken clouds
388,Sinor,IN,21.9167,73.3333,80.62,85,15,2.93,few clouds
389,Guerrero Negro,MX,27.9769,-114.0611,71.13,71,0,15.97,clear sky
390,Ferme-Neuve,CA,46.7001,-75.4493,58.78,93,100,4.52,overcast clouds
391,Ancud,CL,-41.8697,-73.8203,47.73,86,100,4.79,overcast clouds
392,Salalah,OM,17.0151,54.0924,77.09,83,75,3.44,broken clouds
393,Saint-Francois,FR,46.4154,3.9054,37.67,96,90,3.44,fog
394,Omsukchan,RU,62.5333,155.8,22.57,73,2,5.14,clear sky
395,Hengshan,CN,45.2,130.9167,53.33,39,0,15.9,clear sky
396,Latehar,IN,23.75,84.5,74.77,74,19,1.88,few clouds
397,Ranong,TH,9.9658,98.6348,78.73,87,98,15.17,light rain
398,Khuzdar,PK,27.7384,66.6434,63.07,19,0,10.29,clear sky
399,Borogontsy,RU,62.6683,131.1683,35.85,80,100,9.48,overcast clouds
400,Antsla,EE,57.8256,26.5406,38.95,86,11,6.33,few clouds
401,Chicama,PE,-7.8447,-79.1469,59.54,86,60,5.84,broken clouds
402,Cairo,EG,30.0626,31.2497,71.71,41,0,11.5,clear sky
403,Bilma,NE,18.6853,12.9164,78.96,12,44,7.14,scattered clouds
404,Tagbac,PH,7.089,125.1567,80.92,77,66,6.55,broken clouds
405,Naron,ES,43.5167,-8.1528,58.01,74,0,9.91,clear sky
406,Mariental,NA,-24.6333,17.9667,63.81,16,0,12.1,clear sky
407,Mackay,AU,-21.15,149.2,87.67,61,0,13.8,clear sky
408,Kirakira,SB,-10.4544,161.9205,82.69,76,100,8.12,overcast clouds
409,Gladstone,AU,-23.85,151.25,81.79,54,1,12.66,clear sky
410,Staryy Nadym,RU,65.6118,72.6842,26.42,76,44,7.87,scattered clouds
411,Novikovo,RU,51.1537,37.8879,43.84,57,100,4.74,overcast clouds
412,Chara,RU,56.9064,118.2631,34.45,57,31,9.19,scattered clouds
413,Alora,ES,36.8236,-4.7058,67.5,92,96,4.54,overcast clouds
414,Narsaq,GL,60.9167,-46.05,30.42,47,17,1.41,few clouds
415,Banepa,NP,27.6298,85.5214,66.52,94,20,2.3,mist
416,Zhaoyuan,CN,37.3592,120.3964,63.3,39,26,12.48,scattered clouds
417,Sakhon Nakhon,TH,17.1612,104.1472,76.95,100,75,0.0,heavy intensity rain
418,Makambako,TZ,-8.8453,34.823,55.94,88,53,12.5,broken clouds
419,Pochutla,MX,15.7432,-96.4661,80.82,85,5,4.47,clear sky
420,Moose Factory,CA,51.2585,-80.6094,64.4,82,1,9.22,clear sky
421,Trinidad,BO,-14.8333,-64.9,85.48,43,98,4.25,overcast clouds
422,Yangjiang,CN,21.85,111.9667,79.95,75,61,14.54,broken clouds
423,Dakar,SN,14.6937,-17.4441,77.88,76,51,6.93,broken clouds
424,Malibu,US,34.005,-118.8101,78.26,81,0,3.0,clear sky
425,Vostok,RU,46.4856,135.8833,43.59,63,53,15.66,broken clouds
426,Fortuna,US,40.5982,-124.1573,55.92,68,1,3.0,clear sky
427,Heihe,CN,50.2441,127.4902,52.38,48,0,12.15,clear sky
428,George Town,MY,5.4112,100.3354,85.93,76,20,3.0,few clouds
429,Kristiinankaupunki,FI,62.2743,21.376,49.06,91,100,20.51,overcast clouds
430,La Linea,AR,-27.6243,-55.0388,63.91,100,100,3.18,very heavy rain
431,Les Cayes,HT,18.2,-73.75,77.9,80,8,2.82,clear sky
432,Port Hedland,AU,-20.3167,118.5667,82.45,18,8,12.66,clear sky
433,Pran Buri,TH,12.3847,99.9098,87.98,64,100,10.16,overcast clouds
434,Cabedelo,BR,-6.9811,-34.8339,77.67,77,14,9.6,few clouds
435,Ponta Delgada,PT,37.7333,-25.6667,72.32,88,75,9.22,broken clouds
436,Cayenne,GF,4.9333,-52.3333,83.08,82,0,4.0,clear sky
437,Saint-Pierre,RE,-21.3393,55.4781,73.04,74,90,2.3,overcast clouds
438,Beloha,MG,-25.1667,45.05,66.72,75,100,13.73,overcast clouds
439,Kemijarvi,FI,66.7131,27.4306,47.19,96,100,9.08,light rain
440,Afonso Claudio,BR,-20.0742,-41.1239,57.67,97,100,2.24,overcast clouds
441,Usinsk,RU,65.9939,57.5281,29.01,96,100,13.22,light snow
442,Creemore,CA,44.327,-80.1075,65.75,86,75,6.91,broken clouds
443,Westport,US,41.1415,-73.3579,64.74,90,90,1.01,overcast clouds
444,Makakilo City,US,21.3469,-158.0858,86.32,56,40,11.5,scattered clouds
445,Flinders,AU,-34.5833,150.8552,61.88,69,100,5.99,overcast clouds
446,Carauari,BR,-4.8828,-66.8958,78.69,71,32,2.51,scattered clouds
447,Tazovskiy,RU,67.4667,78.7,28.04,80,73,15.1,broken clouds
448,Kysyl-Syr,RU,63.8986,122.7617,32.47,90,100,11.52,light snow
449,Cabo San Lucas,MX,22.8909,-109.9124,86.5,79,50,3.49,scattered clouds
450,Coahuayana,MX,18.7333,-103.6833,78.98,92,96,4.05,overcast clouds
451,Bundaberg,AU,-24.85,152.35,82.22,53,42,8.99,scattered clouds
452,Jaciara,BR,-15.9653,-54.9683,81.37,60,100,3.91,overcast clouds
453,Petropavlovka,RU,50.6114,105.3196,42.62,51,0,2.59,clear sky
454,Alta Floresta,BR,-9.8756,-56.0861,76.53,74,98,3.8,light rain
455,Bambanglipuro,ID,-7.95,110.2833,81.32,68,99,9.89,overcast clouds
456,Kuandian,CN,40.7286,124.7847,55.22,45,0,6.71,clear sky
457,Saint-Lo,FR,49.1162,-1.0903,57.63,90,88,5.82,overcast clouds
458,Shanghai,CN,31.2222,121.4581,71.47,93,75,1.01,light rain
459,Dzaoudzi,YT,-12.7887,45.2699,76.89,83,90,10.36,overcast clouds
460,Abaza,RU,52.655,90.0928,43.25,65,100,2.98,overcast clouds
461,Pafos,CY,34.7667,32.4167,67.91,52,100,10.36,overcast clouds
462,Agua Verde,MX,22.9,-106.05,87.04,78,17,2.66,few clouds
463,Sambava,MG,-14.2667,50.1667,65.5,84,70,7.76,broken clouds
464,Olinda,BR,-8.0089,-34.8553,80.33,78,75,9.22,broken clouds
465,Sal Rei,CV,16.1833,-22.9167,75.76,77,0,16.22,clear sky
466,Kon Tum,VN,14.35,108.0,76.21,87,97,1.74,overcast clouds
467,Sivaki,RU,52.6333,126.75,42.53,70,0,9.06,clear sky
468,Hongjiang,CN,27.11,109.9956,54.88,89,100,6.11,overcast clouds
469,Chernyshevskiy,RU,63.0128,112.4714,27.37,62,16,12.59,few clouds
470,Ayacucho,PE,-13.1583,-74.2239,61.23,69,48,5.97,light rain
471,Jacareacanga,BR,-6.2222,-57.7528,80.35,65,99,1.83,overcast clouds
472,Blyth,GB,55.1271,-1.5086,49.66,89,0,5.01,clear sky
473,Ballina,AU,-28.8667,153.5667,82.78,47,75,11.5,light rain
474,Weston,US,26.1004,-80.3998,80.98,82,1,4.61,clear sky
475,Khandyga,RU,62.6667,135.6,35.11,62,100,7.02,overcast clouds
476,Santarem,BR,-2.4431,-54.7083,82.53,89,0,6.91,clear sky
477,Boende,CD,-0.2167,20.8667,71.38,100,100,0.65,light rain
478,Muncar,ID,-8.4333,114.3333,83.21,58,93,5.61,overcast clouds
479,Kargala,RU,56.6208,83.9607,29.95,70,100,7.18,overcast clouds
480,Manokwari,ID,-0.8667,134.0833,85.15,67,80,7.78,broken clouds
481,Arlit,NE,18.7369,7.3853,81.72,11,71,6.78,broken clouds
482,Barberton,ZA,-25.7884,31.0532,52.93,86,25,2.44,scattered clouds
483,Inongo,CD,-1.95,18.2667,71.46,97,100,6.58,light rain
484,Taiyuan,CN,37.8694,112.5603,48.06,53,0,2.24,clear sky
485,Menongue,AO,-14.6585,17.691,67.08,19,4,6.29,clear sky
486,Araouane,ML,18.9048,-3.5265,85.33,11,76,4.45,broken clouds
487,Airai,TL,-8.9266,125.4092,80.71,35,46,2.53,scattered clouds
488,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.0,93,75,5.75,broken clouds
489,Honningsvag,NO,70.9821,25.9704,46.2,85,100,5.99,overcast clouds
490,Taltal,CL,-25.4,-70.4833,63.82,54,0,4.47,clear sky
491,Yarovoye,RU,52.9273,78.58,38.37,92,100,7.05,overcast clouds
492,Road Town,VG,18.4167,-64.6167,80.2,80,51,25.03,broken clouds
493,Ust-Kut,RU,56.7938,105.7672,39.04,93,100,7.16,overcast clouds
494,Anloga,GH,5.7947,0.8973,77.22,82,100,7.18,overcast clouds
495,Fare,PF,-16.7,-151.0167,79.7,75,31,11.16,scattered clouds
496,Kizner,RU,56.2749,51.508,45.16,90,100,5.17,overcast clouds
497,Kirkland Lake,CA,48.1446,-80.0377,62.89,94,100,9.66,overcast clouds
498,Mount Isa,AU,-20.7333,139.5,69.57,94,40,10.36,scattered clouds
499,San Pedro,PH,14.35,121.0167,88.11,72,75,10.36,broken clouds
500,Chintamani,IN,13.4,78.0667,71.76,88,100,6.76,overcast clouds
501,Marienburg,PL,54.0359,19.0266,39.88,71,18,7.56,few clouds
502,Mareeba,AU,-17.0,145.4333,86.32,24,16,2.55,few clouds
503,Paragominas,BR,-2.9667,-47.4833,72.0,98,16,2.75,few clouds
504,Cocula,MX,20.3652,-103.8222,73.13,88,61,2.55,broken clouds
505,Kyra,RU,49.5776,111.9753,42.87,50,28,2.06,scattered clouds
506,Tessalit,ML,20.1986,1.0114,82.36,12,82,8.52,broken clouds
507,Irbil,IQ,36.1926,44.0106,69.73,17,0,3.27,clear sky
508,Gamba,GA,-2.65,10.0,75.04,85,100,1.1,overcast clouds
509,La Ronge,CA,55.1001,-105.2842,43.05,87,75,1.14,broken clouds
510,Ixtapa,MX,20.7,-105.2,81.23,94,91,1.99,overcast clouds
511,Fuyu,CN,45.1833,124.8167,55.04,36,0,10.2,clear sky
512,Peniche,PT,39.3558,-9.3811,72.63,73,86,5.99,overcast clouds
513,Boca Do Acre,BR,-8.7522,-67.3978,81.59,62,94,3.29,overcast clouds
514,Kashary,RU,49.04,41.0056,41.76,68,74,6.69,broken clouds
515,Shiloh,US,38.5614,-89.8973,78.62,65,1,5.75,clear sky
516,Lesozavodsk,RU,45.4794,133.4244,54.28,47,0,15.08,clear sky
517,Terrace,CA,54.5163,-128.6035,45.43,93,75,3.44,light intensity shower rain
518,Ust-Nera,RU,64.5667,143.2,28.38,56,100,4.47,overcast clouds
519,Virginia Beach,US,36.8529,-75.978,71.65,90,90,1.99,overcast clouds
520,Dabat,ET,12.9842,37.765,53.06,81,59,5.14,broken clouds
521,Grand Gaube,MU,-20.0064,57.6608,72.37,92,100,5.01,light rain
522,Truth Or Consequences,US,33.1284,-107.2528,68.23,19,1,5.75,clear sky
523,Tura,IN,25.5198,90.2201,79.84,76,51,3.4,broken clouds
524,Tawau,MY,4.2498,117.8871,86.13,84,100,5.01,overcast clouds
525,Xichang,CN,27.8964,102.2634,66.54,74,50,2.17,scattered clouds
526,Port Shepstone,ZA,-30.7414,30.455,59.7,73,5,12.8,clear sky
527,Barcelos,PT,41.5388,-8.6151,67.84,52,71,7.29,broken clouds
528,Haines Junction,CA,60.7522,-137.5108,40.95,56,12,1.14,few clouds
529,Calvinia,ZA,-31.4707,19.776,59.47,9,54,8.41,broken clouds
530,Iara,RO,46.55,23.5167,43.3,53,53,1.77,light rain
531,Ostersund,SE,63.1792,14.6357,41.45,100,75,4.61,broken clouds
532,Jurm,AF,36.8648,70.8342,39.63,68,3,3.6,clear sky
533,Shubarkuduk,KZ,49.1447,56.4872,41.49,83,22,5.06,few clouds
534,Luangwa,ZM,-15.6167,30.4167,74.23,62,3,15.84,clear sky
535,Saint-Augustin,CA,51.226,-58.6502,50.07,75,35,3.83,scattered clouds
536,Abu Kamal,SY,34.4506,40.9171,72.34,21,4,1.99,clear sky
537,Morant Bay,JM,17.8815,-76.4093,82.02,79,79,4.47,broken clouds
538,Zyryanka,RU,65.75,150.85,29.98,52,8,12.62,clear sky
539,La Rioja,ES,42.25,-2.5,44.49,93,100,3.94,overcast clouds
540,Kabinda,CD,-6.1333,24.4833,71.51,73,100,1.81,overcast clouds
541,Kibre Mengist,ET,5.8833,38.9833,59.88,93,96,1.23,overcast clouds
542,Sistranda,NO,63.7256,8.834,48.9,87,100,20.02,light rain
543,Zavodoukovsk,RU,56.5042,66.5515,25.38,84,8,0.87,clear sky
544,Ketchikan,US,55.3422,-131.6461,48.67,87,90,3.44,light rain
545,Adela,PH,12.4416,120.9729,82.71,85,90,20.0,overcast clouds
546,Lavrentiya,RU,65.5833,-171.0,30.52,82,100,5.06,overcast clouds
547,Fort Nelson,CA,58.8053,-122.7002,42.39,65,75,2.3,light rain
548,Luau,AO,-10.7073,22.2247,76.33,35,100,4.0,overcast clouds
549,Cascais,PT,38.6979,-9.4215,72.52,63,99,3.0,overcast clouds
550,Bonavista,CA,48.6499,-53.1147,44.11,76,17,22.82,few clouds
551,Hambantota,LK,6.1241,81.1185,75.54,100,90,4.61,overcast clouds
552,Dhidhdhoo,MV,6.8833,73.1,82.98,78,100,18.39,overcast clouds
553,Mehran,IR,33.1222,46.1646,71.08,14,0,9.53,clear sky
554,Nizhniy Kuranakh,RU,58.8353,125.4869,33.89,76,97,12.17,overcast clouds
555,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,93,90,20.13,mist
556,Mount Darwin,ZW,-16.7725,31.5838,63.61,78,70,13.82,broken clouds
557,Santiago,CL,-33.4569,-70.6483,62.85,57,0,6.91,clear sky
558,Chipata,ZM,-13.6333,32.65,65.35,66,3,10.85,clear sky
559,Visby,SE,57.6409,18.296,52.86,76,20,13.8,few clouds
560,Mersing,MY,2.4312,103.8405,84.11,74,40,8.05,scattered clouds
561,Vrises,GR,35.492,23.8899,71.19,66,10,6.22,clear sky
562,Shymkent,KZ,42.3,69.6,43.39,53,0,11.18,clear sky
563,Nantucket,US,41.2835,-70.0995,63.01,93,90,13.8,heavy intensity rain
564,Beringovskiy,RU,63.05,179.3167,27.66,84,51,10.98,broken clouds
565,Farafangana,MG,-22.8167,47.8333,68.27,88,45,5.03,scattered clouds
566,Warin Chamrap,TH,15.1932,104.8628,88.03,87,20,2.3,few clouds
567,Awbari,LY,26.5921,12.7805,74.61,14,0,11.81,clear sky
568,Mahon,ES,39.8885,4.2658,57.76,82,0,8.05,clear sky
569,Faanui,PF,-16.4833,-151.75,80.08,74,97,13.62,overcast clouds
570,Hami,CN,42.8,93.45,48.69,24,9,6.06,clear sky
571,Tayoltita,MX,24.0833,-105.9333,69.31,96,84,1.28,broken clouds
572,Ayutla,MX,20.1167,-104.3333,66.88,86,99,2.15,overcast clouds
573,Macau,MO,22.2006,113.5461,86.72,78,0,18.41,clear sky
574,Ugoofaaru,MV,5.6667,73.0,83.21,79,88,17.65,overcast clouds
575,Morondava,MG,-20.2833,44.2833,73.69,79,4,8.72,clear sky
576,Porto Belo,BR,-27.1578,-48.5531,71.17,83,100,11.72,light rain
577,Pasighat,IN,28.0667,95.3333,82.53,67,4,0.02,clear sky
578,Saint Anthony,US,45.0205,-93.218,61.75,68,90,5.99,overcast clouds
579,Liseleje,DK,56.0053,11.9483,51.8,94,100,1.01,overcast clouds
580,Muroto,JP,33.2833,134.15,77.04,78,50,7.58,light rain
581,Olavarria,AR,-36.8927,-60.3225,57.02,86,100,7.63,overcast clouds
582,Tolyatti,RU,53.5303,49.3461,43.16,67,74,4.0,broken clouds
583,Outjo,NA,-20.1167,16.15,67.35,11,0,9.62,clear sky
584,Batouri,CM,4.4333,14.3667,65.86,99,100,2.95,overcast clouds
585,Dingle,PH,10.9995,122.6711,83.59,81,98,14.99,overcast clouds
586,Viedma,AR,-40.8135,-62.9967,55.89,69,0,14.92,clear sky
587,Fukue,JP,32.6881,128.8419,79.16,89,75,6.91,broken clouds
588,Aluksne,LV,57.4167,27.05,35.11,90,44,6.11,scattered clouds
589,Hazorasp,UZ,41.3194,61.0742,35.44,46,7,3.04,clear sky
590,Manzil Salim,TN,35.8567,8.4765,53.6,74,0,3.74,clear sky
591,Bagdarin,RU,54.4333,113.6,41.59,47,33,6.44,scattered clouds
592,Rudiskes,LT,54.5167,24.8333,34.07,81,5,5.08,clear sky
593,Hamilton,US,39.1834,-84.5333,74.75,78,1,1.01,clear sky
594,Portree,GB,57.4129,-6.1942,51.85,92,100,8.46,overcast clouds
595,Troitskoye,RU,52.9821,84.6757,43.21,74,100,6.38,overcast clouds
596,Sfantu Gheorghe,RO,45.8667,25.7833,37.92,57,85,4.68,overcast clouds
597,Tarpon Springs,US,28.1461,-82.7568,80.56,77,1,1.01,clear sky
598,Soyo,AO,-6.1349,12.3689,75.09,82,97,8.7,overcast clouds
599,Fougamou,GA,-1.2154,10.5838,73.08,98,100,1.19,overcast clouds
600,Asfi,MA,32.2994,-9.2372,67.62,87,40,6.08,scattered clouds
601,Deputatskiy,RU,69.3,139.9,23.85,77,100,3.53,overcast clouds
602,Hasaki,JP,35.7333,140.8333,81.28,68,2,17.49,clear sky
603,Ormara,PK,25.2088,64.6357,81.64,31,0,10.27,clear sky
604,Kismayo,SO,-0.3582,42.5454,77.36,86,18,13.27,few clouds
605,Van,TR,38.4924,43.3831,52.41,33,0,4.59,clear sky
606,Cartagena,CO,10.3997,-75.5144,80.58,78,65,3.56,broken clouds
607,Tadine,NC,-21.55,167.8833,75.56,56,5,11.25,clear sky
608,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,90,9.22,moderate rain
609,Oranjemund,NA,-28.55,16.4333,73.71,23,1,8.37,clear sky
610,Camacha,PT,33.0833,-16.3333,68.54,68,20,9.22,few clouds
611,Dandong,CN,40.1292,124.3947,57.34,51,26,10.58,scattered clouds
612,San Rafael Del Sur,NI,11.8485,-86.4384,76.17,87,100,3.18,overcast clouds
613,Kokopo,PG,-4.352,152.2633,84.87,66,25,7.11,scattered clouds
614,Elizabeth City,US,36.2946,-76.2511,71.65,92,90,20.71,overcast clouds
615,Nuevo Progreso,MX,23.1667,-97.95,82.6,71,4,10.69,clear sky
616,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.59,67,89,1.1,light rain
617,Chumikan,RU,54.7183,135.315,43.16,78,89,18.63,overcast clouds
618,Kropotkin,RU,45.4375,40.5756,49.21,83,22,11.72,few clouds
619,Acapetahua,MX,15.2833,-92.7,77.72,93,71,1.72,broken clouds
620,Suixi,CN,33.8907,116.7747,56.55,65,99,8.14,light rain
621,Demba,CD,-5.51,22.2667,70.81,88,100,3.2,overcast clouds
622,Adrar,MR,20.5022,-10.0711,83.73,14,29,3.71,scattered clouds
623,Burns Lake,CA,54.2331,-125.7533,44.02,67,100,6.26,overcast clouds
624,Ewa Beach,US,21.3156,-158.0072,87.75,56,40,11.5,scattered clouds
625,Diebougou,BF,10.9667,-3.25,75.78,86,100,4.25,overcast clouds
626,Otukpo,NG,7.1913,8.1329,72.75,95,97,3.31,overcast clouds
627,Corinto,GR,37.9407,22.9573,72.45,88,42,0.72,scattered clouds
628,Rocha,UY,-34.4833,-54.3333,58.93,81,100,12.71,overcast clouds
629,Voi,KE,-3.3945,38.563,69.55,81,95,8.01,overcast clouds
630,Buraydah,SA,26.326,43.975,72.05,18,0,5.26,clear sky
631,Yaan,NG,7.3833,8.5667,72.55,94,99,4.36,overcast clouds
632,Port Keats,AU,-14.25,129.55,89.42,56,72,10.8,broken clouds
633,Amahai,ID,-3.3333,128.9167,84.72,72,100,4.25,overcast clouds
634,Kurtamysh,RU,54.9103,64.4319,27.27,68,8,3.18,clear sky
635,Baiyin,CN,36.5583,104.2081,43.68,57,0,3.09,clear sky
636,Vanavara,RU,60.34,102.2797,28.74,78,97,10.45,overcast clouds
637,Kyshtovka,RU,56.555,76.6271,27.07,70,99,5.91,overcast clouds
638,Hare Bay,CA,48.8499,-54.0148,36.75,88,7,6.71,clear sky
639,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,64,89,11.5,overcast clouds
640,Omurtag,BG,43.1,26.4167,53.56,86,100,4.88,overcast clouds
641,Palora,EC,-1.7,-77.9333,64.99,98,28,3.0,light rain
642,Kargopol,RU,61.5071,38.9456,48.0,85,100,8.86,overcast clouds
643,Tarragona,ES,41.129,1.249,60.39,84,0,8.05,clear sky
644,Dinagat,PH,9.9561,125.5933,83.32,80,72,23.78,broken clouds
645,Novyy Urengoy,RU,66.0833,76.6333,26.74,80,31,8.99,scattered clouds
646,Dauriya,RU,49.9333,116.8667,47.07,47,2,5.7,clear sky
647,Ha Giang,VN,22.8333,104.9833,71.49,99,100,4.29,overcast clouds
648,Iskateley,RU,67.6803,53.1512,30.16,95,100,10.89,light snow
649,Skeldon,GY,5.8833,-57.1333,78.8,87,87,5.75,overcast clouds
650,Novyy Urgal,RU,51.0736,132.5642,45.86,54,32,8.12,scattered clouds
651,Luganville,VU,-15.5333,167.1667,82.54,73,99,10.09,light rain
652,Kasempa,ZM,-13.4584,25.8338,72.03,31,68,9.26,broken clouds
653,Churapcha,RU,62.0025,132.4325,33.93,96,100,10.54,light rain
654,Rybachiy,RU,48.7073,44.7449,39.06,53,12,4.27,few clouds
655,Midland,US,31.9974,-102.0779,69.69,40,1,14.97,clear sky
656,Takoradi,GH,4.8845,-1.7554,75.96,90,99,4.83,overcast clouds
657,Imbituba,BR,-28.24,-48.6703,67.89,79,63,11.16,broken clouds
658,Luanda,AO,-8.8368,13.2343,73.4,83,75,3.44,broken clouds
659,Calama,CL,-22.4667,-68.9333,54.72,27,0,1.63,clear sky
660,Omoa,HN,15.7667,-88.0333,82.58,84,2,5.77,clear sky
661,Bembereke,BJ,10.2283,2.6634,73.27,86,100,7.25,overcast clouds
662,Apt,FR,43.8833,5.4,52.09,68,0,5.06,clear sky
663,Riohacha,CO,11.5444,-72.9072,78.91,86,99,6.53,overcast clouds
664,Baruun-Urt,MN,46.6806,113.2792,43.68,33,0,15.39,clear sky
665,De-Kastri,RU,51.4667,140.7833,43.59,91,100,24.27,overcast clouds
666,Tabou,CI,4.423,-7.3528,76.95,89,100,7.36,overcast clouds
667,Okahandja,NA,-21.9833,16.9167,70.11,11,0,9.48,clear sky
668,Sarakhs,IR,36.5449,61.1577,39.34,41,0,2.3,clear sky
669,Nampula,MZ,-15.1165,39.2666,67.23,95,13,2.3,light rain
670,Slyudyanka,RU,51.6594,103.7061,47.25,50,23,2.8,few clouds
671,Gravdal,NO,68.1214,13.5031,48.4,75,98,3.38,overcast clouds
672,Paamiut,GL,61.994,-49.6678,37.92,60,100,8.3,overcast clouds
673,Juneau,US,58.3019,-134.4197,46.45,96,98,2.01,overcast clouds
674,Watsa,CD,3.0372,29.5355,61.66,96,100,1.05,overcast clouds
675,Armidale,AU,-30.5167,151.65,60.82,91,100,4.92,overcast clouds
676,Shenkursk,RU,62.1091,42.896,48.83,88,100,10.65,overcast clouds
