City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
671,Katihar,IN,74.95,clear sky,25.5333,87.5833,Hotel Deluxe
672,Tual,ID,82.81,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
674,Havelock,US,74.05,broken clouds,34.8791,-76.9013,Sherwood Motel
675,Pierre,US,63.28,clear sky,44.3683,-100.351,Ramkota Hotel
676,Batticaloa,LK,79.95,moderate rain,7.7102,81.6924,Grand Star Guest House
677,Tadine,NC,75.63,scattered clouds,-21.55,167.8833,
678,Shangrao,CN,73.26,overcast clouds,28.4532,117.9686,Boyue boutique Hotel
679,Umarkhed,IN,70.92,clear sky,19.6,77.7,MANOJ SUROSHE
680,Tevaitoa,PF,79.39,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
681,Kasongo-Lunda,CD,71.35,overcast clouds,-6.4667,16.8167,
